Year,Set,Exam Code,Source File,Chapter,Question Number,Question Type,Question Text
2025,1,5,2_5_1_English L & L.pdf,Literature,10,Long Answer,"10. Answer any one of the following two questions in 100 120 words : 6 (a) You have been asked to present an evaluation of the approaches of both, the Baby Seagull and the Pilot who was lost in the clouds, towards achieving their dreams of conquering the skies. Write this presentation draft including your insights, comparing the approaches of both. You may begin this way : One acknowledges that both, the Seagull and the Pilot, wanted to ........................ however, ........................ . (Reference : Two Stories About Flying) OR (b) You have been chosen to address the school assembly, to speak on the epistemology of loss and the resilience of the human spirit during times of crisis. Prepare the speech draft, with reference to You may begin this way : Good morning everyone. Today, re that offer a powerful insight into how to deal with loss and the resilience of the human spirit required during times of crisis. You may end this way : ........................ . Thank you. 2/5/1-1"
2025,1,5,2_5_1_English L & L.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in 100 120 words : 6 (a) Imagine that Bholi writes a diary entry, exploring the themes of , in the context of her own experiences. Write this dairy entry, as Bholi. OR (b) A character arc is the transformation or development of a character throughout a story and refers to the changes a character undergoes as a result of his/her experiences, challenges and interactions with other characters. In light of the above information, trace the character arc of Griffin in H.G. Wells Footprints without Feet."
2025,2,5,2_5_2_English L & L.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 10 (1) The words probiotics, prebiotics, and postbiotics may sound like variations of the same thing, but what a difference a prefix makes. The first is a category of health-promoting microbes. The latter two groups are types of beneficial molecules. But all three biotics are critical for supporting the community of microscopic organisms that live in the gastrointestinal tract, known as the gut microbiome. With both beneficial and harmful bacteria living in the human body, these diet-related factors the biotics help tip the balance in the positive direction. It is important to understand their differences, as even as they work together. (2) Despite their importance for the gut microbiome, the health benefits of these biotics, which are present in certain foods or result from their metabolism, extend beyond the digestive tract. A growing body of scientific evidence has linked prebiotics, probiotics, and postbiotics, with improvements in metaboli"
2025,2,5,2_5_2_English L & L.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) After more than two years of hospitality industry is now cautiously hopeful. Tourism constituted 2019. But the sector was severely hit in India like in other countries in the past two years. (2) Indians are now travelling with a vengeance , as the phenomenon is called. And many, experts say, now prefer to travel within the country instead of flying to more expensive destinations abroad. The industry is also benefitting from new trends borne of the pandemic such as micro-holidays and workcations. (3) According to a survey, 51 percent of Indian travellers believed that international travel remained an important means of expanding their horizons and connecting with other cultures. Over two years, the survey said, Indian travellers are now dreaming about their next international trip and more than 70 percent of Indians are excited about being able to travel internationally. (4) There has also been an increase in the number of students going "
2025,2,5,2_5_2_English L & L.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks, as directed. 10 1=10 (i) Fill in the blank by using the correct form of the word in the brackets, for the given portion of a letter. 1 Dear Mr. Sanjay, I am writing this letter to officially inform you that the management has ___________ (approve) the request submitted by you for a business trip to Germany. (ii) Read the given sentence from a book review article. 1 Identify the error and supply the correction in the sentence. pulls you in and make you fall in love with the characters ? Use the given format for your response. Error Correction (iii) Tanmay and Sonia had a conversation about their summer vacation plans. 1 Where are you planning to go this summer vacation ? (iv) Fill in the blank by choosing the correct option, to complete the warning given before a YouTube video. 1 Any props used in this video that show resemblance to __________ (some/many/any) illegal materials are merely props and should not be taken seriously. Do not t"
2025,2,5,2_5_2_English L & L.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) The household water supply in your locality is muddy and not fit for drinking. Despite several complaint letters to the civic authorities, the problem is still unresolved. Write a letter to the editor of a local daily, in about 120 words, expressing your concern at the situation and suggesting measures to resolve the problem and drawing attention of the concerned authorities. You are Somil / Soumya of 768, Silver Apartments, Ajitha Vihar, Karampeeth. OR (b) As Geetanjali / Girish of 83, Star Apartments, Virbagh, you have noticed that a lot of senior citizens in your society are leading lonely lives. Write a letter in about 120 words, to the President of RWA of your society, requesting him to organize more community get-togethers and celebrations to bring cheer to their lonely lives."
2025,2,5,2_5_2_English L & L.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) E-commerce business for shopping picked up manifold during the pandemic year and consumers have continued to shop online. Given below is a chart that depicts the various trends associated with E-commerce shopping. Analyze this chart and write an analytical paragraph in about 120 words, by selecting features that support your analysis. 2/5/2-15 12 For Visually Impaired Candidates only in lieu of Q. No. 5 (a) : E-commerce business for shopping picked up manifold during the pandemic year and consumers have continued to shop online. Based on the information given below, write an analytical paragraph in about 120 words, by selecting features that support your analysis. Modes of shopping Products purchased online E-com websites/apps 49% Groceries, essentials 69% Local retailers offering home Medium-value items 54% delivery 18% Malls, markets 31% High-value items 32% 2% OR (b) There are two types of bottles available in the market : glas"
2025,2,5,2_5_2_English L & L.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) We have, at last, achieved our political emancipation. We pledge ourselves to liberate all our people from the continuing bondage of poverty, deprivation, suffering, gender and other discrimination. Never, never, and never again shall it be that this beautiful land will again experience the oppression of one by another. The sun shall never set on so glorious a human achievement. Let freedom reign. God bless Africa! (Nelson Mandela Long Walk to Freedom) (i) State any one inference about Nelson Mandela from the given context : 1 (ii) State True or False : 1 well-being and welfare of only black people in South Africa. (iii) about 40 words with reference to the extract. 2 (iv) Which phrase would correctly given sentence from the extract. 1 The sun shall never set on so glorious a human achievement. OR 2/5/2-15 14 (b) The expected call came within a few days. Mrs. Pumphrey was distraught"
2025,2,5,2_5_2_English L & L.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) In a world of possessions. People will take Balls, balls will be lost always, little boy. And no one buys a ball back. Money is external. He is learning, well behind his desperate eyes, The epistemology of loss, how to stand up Knowing what every man must one day know And most know many days, how to stand up. (The Ball Poem) (i) Fill in the blank with one word. 1 will take balls, Balls will be lost (ii) The poet says that money is external. What inference can be drawn from this statement ? Answer in about 40 words. 2 (iii) itude towards material possessions ? 1 (A) indifferent (B) emotional (C) casual (D) respectful (iv) 1 OR 2/5/2-15 16 (b) Remember your acne, Amanda! Amanda! (I am Rapunzel, I have not a care; life in a tower is tranquil and rare;) (Amanda) (i) What is the central idea of the poem as reflected in the lines above ? Answer in about 40 words. 2 (ii) Complete the sente"
2025,2,5,2_5_2_English L & L.pdf,Literature,8,General,"8. Answer any four of the following five questions in 40 50 words each : 4 3=12 (i) Maxwell decides to keep an otter as a pet. Elucidate with reference to the fact that owning a pet is a life of commitment. (Mijbil the Otter) (ii) How does Ogden Nash create humour and entertainment in the poem ? (iii) characters and plot. (iv) radition of hospitality, and they are more than willing to recount numerous tales of valour related to their (v) ed trees as a metaphor for human beings. What do they symbolize ? Explain."
2025,2,5,2_5_2_English L & L.pdf,Literature,9,General,9. Answer any two of the following three questions in 40 50 words each : 2 3=6 (i) One should never judge a book by its cover. Explain with reference to Ausable and how he outwits Max with his presence of mind. (The Midnight Visitor) (ii) c (A Question of Trust) (iii) How can one say that Ebrights curiosity / inquisitiveness drove him to become a scientist ? (The Making of a Scientist)
2025,2,5,2_5_2_English L & L.pdf,Literature,10,Long Answer,"10. Answer any one of the following two questions in 100 120 words : 6 (a) You have been asked to present an evaluation of the approaches of both, the Baby Seagull and the Pilot who was lost in the clouds, towards achieving their dreams of conquering the skies. Write this presentation draft including your insights, comparing the approaches of both. You may begin this way : One acknowledges that both, the Seagull and the Pilot, wanted to ...................... however, ...................... . (Reference : Two Stories About Flying) OR (b) You have been chosen to address the school assembly, to speak on the epistemology of loss and the resilience of the human spirit during times of crisis. Prepare the speech draft, with reference to You may begin this way : Good morning everyone. Today, ure that offer a powerful insight into how to deal with loss and the resilience of the human spirit required during times of crisis. You may end this way : ...................... . Thank you. 2/5/2-15 18"
2025,2,5,2_5_2_English L & L.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in 100 120 words : 6 (a) Imagine that Bholi writes a diary entry, exploring the themes of , in the context of her own experiences. Write this dairy entry, as Bholi. OR (b) A character arc is the transformation or development of a character throughout a story and refers to the changes a character undergoes as a result of his/her experiences, challenges and interactions with other characters. In light of the above information, trace the character arc of Griffin in H.G. Wells Footprints without Feet."
2025,3,5,2_5_3_English L & L.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 10 (1) The words probiotics, prebiotics, and postbiotics may sound like variations of the same thing, but what a difference a prefix makes. The first is a category of health-promoting microbes. The latter two groups are types of beneficial molecules. But all three biotics are critical for supporting the community of microscopic organisms that live in the gastrointestinal tract, known as the gut microbiome. With both beneficial and harmful bacteria living in the human body, these diet-related factors the biotics help tip the balance in the positive direction. It is important to understand their differences, as even as they work together. (2) Despite their importance for the gut microbiome, the health benefits of these biotics, which are present in certain foods or result from their metabolism, extend beyond the digestive tract. A growing body of scientific evidence has linked prebiotics, probiotics, and postbiotics, with improvements in metaboli"
2025,3,5,2_5_3_English L & L.pdf,Reading Comprehension,2,MCQ,"2. Read the following passage carefully : 10 (1) After more than two years of hospitality industry is now cautiously hopeful. Tourism constituted 2019. But the sector was severely hit in India like in other countries in the past two years. (2) Indians are now travelling with a vengeance , as the phenomenon is called. And many, experts say, now prefer to travel within the country instead of flying to more expensive destinations abroad. The industry is also benefitting from new trends borne of the pandemic such as micro-holidays and workcations. (3) According to a survey, 51 percent of Indian travellers believed that international travel remained an important means of expanding their horizons and connecting with other cultures. Over two years, the survey said, Indian travellers are now dreaming about their next international trip and more than 70 percent of Indians are excited about being able to travel internationally. (4) There has also been an increase in the number of students going "
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,3,MCQ,"3. Complete any ten of the following twelve tasks as directed. 10 1=10 (i) Fill in the blank by using the correct form of the word in the brackets, for the given portion of a letter. 1 I am also enclosing documents ___________ (mention) our terms and conditions with this letter. Please go through the same and if you have any doubts regarding that, please feel free to call or meet me personally. (ii) Read the given sentence from a book review article. 1 Identify the error and supply the correction in the sentence. Its flexible to ferry up to seven adults made the Banana Boat hugely appealing. Use the given format for your response. Error Correction (iii) Mihika and Nitesh had a conversation about a shopping mall they recently visited. 1 Do you remember that cafe where we had a croissant ? (iv) Fill in the blank by choosing the correct option, to complete the part of a notice on the school notice board. 1 Students who want to participate in the Annual Day ___________ (could/may/should) r"
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (a) and (b) given below : 5 (a) The roads in your locality have developed big potholes after the rains and have not been repaired. Despite several complaint letters to the civic authorities, the problem is still unresolved. Write a letter to the editor of a local daily, in about 120 words, expressing your concern at the situation and suggesting measures to resolve the problem and drawing attention of the concerned authorities. You are Maasumi / Mausan of 17, Crown Apartments, Harsh Vihar, Akash Nagar. OR (b) As Jignesh Silva / Punkhuri Shukl of 648, Sec-19, Sadar Nagar, you feel very unhappy and annoyed with the way bikes and cars are haphazardly parked in front of residential units causing inconvenience to residents. Write a letter to the RWA of your society in about 120 words, expressing your concern at the situation and suggesting measures to remove the nuisance."
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (a) and (b) given below : 5 (a) Many Indian students go abroad for higher studies. The following graph shows the most popular fields of study for Indian students studying abroad in the academic year 2020 21. Analyze the graph and write an analytical paragraph, in about 120 words, by selecting features that support your analysis. OR 2/5/3-15 12 (b) Many out-of-school children are employed in various odd jobs in India. Child labour deprives children of their right to go to school and reinforces intergenerational cycles of poverty. Based on the data given below in the pie chart, write an analytical paragraph, in about 120 words, analyzing the situation and probable reasons that lead children to become a part of the child labour force. For the Visually Impaired Candidates only in lieu of Q. No. 5 (b) : Many out-of-school children are employed in various odd jobs in India. Child labour deprives children of their right to go to school and reinforces intergenerational "
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,1,General,1. bottles collection 46%
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,2,General,2. shoes polishing 20%
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,3,General,3. car washing 12%
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,4,General,4. cleaning 7%
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,5,General,5. dishwashing 7%
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,6,General,6. selling and wood collection 7%
2025,3,5,2_5_3_English L & L.pdf,Writing and Grammar,7,General,7. begging 1%
2025,3,5,2_5_3_English L & L.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) We have, at last, achieved our political emancipation. We pledge ourselves to liberate all our people from the continuing bondage of poverty, deprivation, suffering, gender and other discrimination. Never, never, and never again shall it be that this beautiful land will again experience the oppression of one by another. The sun shall never set on so glorious a human achievement. Let freedom reign. God bless Africa! (Nelson Mandela Long Walk to Freedom) (i) State any one inference about Nelson Mandela from the given context : 1 (ii) State True or False : 1 well-being and welfare of only black people in South Africa. (iii) about 40 words with reference to the extract. 2 (iv) Which phrase would correctly given sentence from the extract. 1 The sun shall never set on so glorious a human achievement. OR 2/5/3-15 14 (b) The expected call came within a few days. Mrs. Pumphrey was distraught"
2025,3,5,2_5_3_English L & L.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) In a world of possessions. People will take Balls, balls will be lost always, little boy. And no one buys a ball back. Money is external. He is learning, well behind his desperate eyes, The epistemology of loss, how to stand up Knowing what every man must one day know And most know many days, how to stand up. (The Ball Poem) (i) Fill in the blank with one word. 1 will take balls, Balls will be lost (ii) The poet says that money is external. What inference can be drawn from this statement ? Answer in about 40 words. 2 (iii) Wh towards material possessions ? 1 (A) indifferent (B) emotional (C) casual (D) respectful (iv) 1 OR 2/5/3-15 16 (b) hat chocolate, Amanda! Remember your acne, Amanda! Amanda! (I am Rapunzel, I have not a care; life in a tower is tranquil and rare;) (Amanda) (i) What is the central idea of the poem as reflected in the lines above ? Answer in about 40 words. 2 (ii"
2025,3,5,2_5_3_English L & L.pdf,Literature,8,General,8. Answer any four of the following five questions in 40 50 words each : 4 3=12 (i) Maxwell decides to keep an otter as a pet. Elucidate with reference to the fact that owning a pet is a life of commitment. (Mijbil the Otter) (ii) How does Ogden Nash create humour and entertainment in the poem ? (iii) e characters and plot. (iv) the village is absolutely essential ? Justify with reference to (v) nd back again to the zoo. What effect does the poet want to bring out with this ? Elaborate.
2025,3,5,2_5_3_English L & L.pdf,Literature,9,General,9. Answer any two of the following three questions in 40 50 words each : 2 3=6 (i) One should never judge a book by its cover. Explain with reference to Ausable and how he outwits Max with his presence of mind. (The Midnight Visitor) (ii) c (A Question of Trust) (iii) How can one say that Ebrights curiosity / inquisitiveness drove him to become a scientist ? (The Making of a Scientist)
2025,3,5,2_5_3_English L & L.pdf,Literature,10,Long Answer,"10. Answer any one of the following two questions in 100 120 words : 6 (a) You have been asked to present an evaluation of the approaches of both, the Baby Seagull and the Pilot who was lost in the clouds, towards achieving their dreams of conquering the skies. Write this presentation draft including your insights, comparing the approaches of both. You may begin this way : One acknowledges that both, the Seagull and the Pilot, wanted to ...................... however, ...................... . (Reference : Two Stories About Flying) OR (b) You have been chosen to address the school assembly, to speak on the epistemology of loss and the resilience of the human spirit during times of crisis. Prepare the speech draft, with reference to You may begin this way : Good morning everyone. Today, ces of literature that offer a powerful insight into how to deal with loss and the resilience of the human spirit required during times of crisis. You may end this way : ...................... . Thank you"
2025,3,5,2_5_3_English L & L.pdf,Literature,11,Long Answer,"11. Answer any one of the following two questions in 100 120 words : 6 (a) Imagine that Bholi writes a diary entry, exploring the themes of , in the context of her own experiences. Write this dairy entry, as Bholi. OR (b) A character arc is the transformation or development of a character throughout a story and refers to the changes a character undergoes as a result of his/her experiences, challenges and interactions with other characters. In light of the above information, trace the character arc of Griffin in H.G. Wells Footprints without Feet."
Compartment,1,C,2_C_1 English Language and Literature.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 1 Happiness is like the sun; it is often hidden by the clouds of thoughts, worries and desires. We have to scatter and dissolve these clouds to experience happiness. You dont have to create it, all you have to do is calm your mind, because when there is a quiet mind and inner peace, there is happiness. It is not something far away and unattainable and does not depend on circumstances, objects or events. Happiness is an inseparable part of our consciousness, of our essence, but hidden and covered from sight by our thoughts, desires, and worries. 2 The mind is always in a constant race from one thought to another, from one worry to another. It constantly moves from one object or task to another. This restlessness hides the happiness that is within you. It is like a choppy sea that hides the bottom. When the sea gets calm, you can see the bottom. In the same way, when the mind gets quiet, you sense the happiness that is within you. 3 You cannot se"
Compartment,1,C,2_C_1 English Language and Literature.pdf,Reading Comprehension,2,General,"2. Read the following passage carefully : 1 There was a time when human interference was minimum, the number of wild animals was quite high and there was no problem of their protection or conservation. 2 Due to the irrational use of natural and biotic resources of the Earth in the past, most of the wildlife has been destroyed beyond retrieval. According to an estimate, in India about 200 species of wild animals and birds have become extinct and another 2500 are on the verge of extinction. Some of them are black buck, chinkara, wolf, swamp deer, nilgai, Indian gazelle, antelope, tiger, rhinoceros, gir lion, crocodile, flamingo, pelican, bustard, white crane, grey heron, mountain quail, etc. 3 In India, the Government and NGOs are taking keen interest in protection of wildlife. The Wildlife Protection Act, 1972, has several provisions for the conservation of wildlife. As many as 165 game sanctuaries and 21 national parks have been deployed to protect the natural habitat and wild animals."
Compartment,1,C,2_C_1 English Language and Literature.pdf,Reading Comprehension,5,MCQ,"5. It is our urgent duty to protect the natural splendour of ecosystems and to evolve a system of coexistence with every living creature upon the Earth. Based on your understanding of the passage, answer the questions given below : 10 1=10 (i) Infer one reason for the following, based on the information in the passage. The number of wild animals was quite high and there was no problem of their protection or conservation. 2/C/1 6 (ii) Select the appropriate options to fill in the blanks. Most of the wildlife has been __________ beyond __________ due to the irrational use of natural resources on the Earth. I. destroyed II. retrieval III. desertion IV. build V. revived (a) I and II (b) II and III (c) III and IV (d) IV and V (iii) Complete the following analogy correctly with a word/phrase from the passage. Flowers : Garden : : __________ : Sanctuaries (Clue : Just like flowers are in a garden, similarly _______ are in the sanctuaries.) (iv) Select the correct option to complete the senten"
Compartment,1,C,2_C_1 English Language and Literature.pdf,Writing and Grammar,3,MCQ,"3. Attempt any ten of the following twelve questions : 10 1=10 (i) Fill in the blank by choosing the correct option. His offence was grave but he ________ with a fine. (a) got back (b) got through (c) got over (d) got off (ii) Read the conversation between Ria and her mother. Complete the Mother : Ria, you went to the market. Is it crowded ? Ria : The market is always crowded with people. In response to the question about the market, Ria replied that ___________. (iii) Select the correct option to fill in the blank for the given line. With your cooperation, we __________ win the match. (a) must (b) ought (c) (d) might (iv) Select the option that identifies the error and supplies the correction for the following line : Nearly all the sports practised nowadays is competitive. Option No. Error Correction (a) Nearly Really (b) practised practices (c) is are (d) competitive comparable (v) Complete the given narrative by filling in the blank with the correct option : When he _______ is not k"
Compartment,1,C,2_C_1 English Language and Literature.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (A) and (B) given below : 5 (A) You are Sudha/Santosh staying in Payal Bagh. Your house is facing the local market and the main road. Consequently there are a large number of children and adults begging in the market and the red light. Since there are a lot of eateries in the market, it is painful to see children of all ages begging. Write a letter in about 100 120 words to the editor of a national daily drawing attention to this problem. Express your concern regarding children not going to school, taking drugs and indulging in petty crime. OR (B) The recent monsoon has left behind a trail of woes from potholes to blocked sewage and outbreak of malaria and dengue. This has not happened for the first time and residents have repeatedly complained about the issue. The bad roads and traffic jams are additional problems. Write a letter in about 100 120 words to the Commissioner, Public Works Department, drawing attention to the problems which seem to have become an a"
Compartment,1,C,2_C_1 English Language and Literature.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (A) and (B) given below : 5 (A) The bar graph given here, depicts the adult literacy rate in two states of India. Write an analytical paragraph in 100 120 words drawing comparison between the two and write possible reasons for this difference. For the Visually Impaired Candidates only in lieu of Q. No. 5 (A) : iteracy rate directly impacts the development of a state. Write an analytical paragraph of about 100 120 words on the above statement. OR 2/C/1 12 (B) On the basis of the given bar graph, by analysing and carefully understanding the data, write an analytical paragraph. A survey conducted about the use of Internet by the students shows that the students are using the Internet more than they did earlier. The graph depicts for what purposes the Internet is being used. Write an analytical paragraph drawing a comparison in 100 120 words. For the Visually Impaired Candidates only in lieu of Q. No. 5 (B) : The table below contains information about air pollution,"
Compartment,1,C,2_C_1 English Language and Literature.pdf,Literature,6,MCQ,"6. Attempt any one from (A) and (B) given below : (A) Read the following extract and answer the questions that follow : 5 1=5 Don't you want to have a look a the sights, now that youre here All by myself ? Oh, I'd be much too afraid Greatly amused by the girls way of speaking, the conductor said, ut you afraid to come in the bus Nothing to be afraid about that, she answered. (i) Why did the girl not want to look at the sights ? (a) She had seen them before. (b) She disliked visiting historical sites. (c) She did not want to go with the conductor. (d) She feared going by herself. (ii) Fill in the blank with one word only. The conductor __________ clearly comes through when he hears the girl speaking. (iii) Select the option that correctly captures the application of the word as used in the extract. (a) Rashid could not sight the tiger. (b) Rashi lost his sight in the left eye. (c) The General ordered the soldiers not to shoot at sight when they saw the enemy. (d) Rashid was fascinated b"
Compartment,1,C,2_C_1 English Language and Literature.pdf,Literature,7,MCQ,"7. Attempt any one from (A) and (B) given below : (A) Read the following extract and answer the questions that follow : 5 1=5 Belinda embraced him, Mustard licked him, No one mourned for his pirate victim. Ink and Blink in glee did gyrate Around the dragon that ate the pirate. Answer in one word only : (i) Mustard was happily licking the __________. 2/C/1 16 (ii) Belinda embraced Mustard I. out of shock II. out of helplessness III. out of happiness IV. out of gratitude Choose the correct option : (a) I and IV (b) Only III (c) II and III (d) III and IV (iii) Why were Ink and Blink happy ? (iv) Complete the analogy and choose the word from the extract that means the opposite of the given word. Day : Night : : Steady : ________ (v) most nearly means (a) no one celebrated (b) no one embraced him (c) no one felt sad (d) no one paid a tribute to him OR (B) Read the following extract and answer the questions that follow : 5 1=5 Some say the world will end in fire Some say in ice. I hold with "
Compartment,1,C,2_C_1 English Language and Literature.pdf,Literature,8,MCQ,8. Answer any four of the following questions in about 40 50 words each : 4 3=12 (a) Why was the young seagull afraid to fly with his family members ? (b) ? (c) The people of Coorg have a tradition of courage and bravery. How has it been recognized in modern India ? (d) What happened when Maxwell took Mijbil to the bathroom? What does it tell us about Mijbil ? (e) The Ball P 2/C/1 18
Compartment,1,C,2_C_1 English Language and Literature.pdf,Literature,9,General,9. Answer any two of the following questions in about 40 50 words each : 2 3=6 (a) Why is Dr. Herriot tempted to keep Tricki on as a permanent guest ? (b) Why did Ausable frame the story of the balcony ? (c) What happened when Mr. and Mrs. Hall entered the strangers room ?
Compartment,1,C,2_C_1 English Language and Literature.pdf,Literature,10,Long Answer,"10. Answer any one of the following questions in about 100 120 words : 6 (a) Timely help and sympathy are a great help for those who are in grief. Gautama Buddha helped Kisa Gotami by his kind words and guidance in overcoming her grief. It is a big relief for grieving persons if support and care are extended to them. How are kindness and sympathy important in a peaceful and joyful life ? OR (b) Physical beauty is not permanent, but the beauty of character or internal beauty is permanent. Justify on the basis of your reading of F"
Compartment,1,C,2_C_1 English Language and Literature.pdf,Literature,11,Long Answer,11. Answer any one of the following questions in about 100 120 words : 6 (a) highlight that change of social attitude and encouragement can help a child like Bholi to become confident and face the world bravely. On the basis of the s towards Bholi made her an introvert. What should be done to help such children to face the world bravely ? OR (b) -ambitiousness was the cause of her destruction. Justify.
Compartment,2,C,2_C_2 English Language and Literature.pdf,Reading Comprehension,1,MCQ,"1. Read the following passage carefully : 1 Happiness is like the sun; it is often hidden by the clouds of thoughts, worries and desires. We have to scatter and dissolve these clouds to experience happiness. You dont have to create it, all you have to do is calm your mind, because when there is a quiet mind and inner peace, there is happiness. It is not something far away and unattainable and does not depend on circumstances, objects or events. Happiness is an inseparable part of our consciousness, of our essence, but hidden and covered from sight by our thoughts, desires, and worries. 2 The mind is always in a constant race from one thought to another, from one worry to another. It constantly moves from one object or task to another. This restlessness hides the happiness that is within you. It is like a choppy sea that hides the bottom. When the sea gets calm, you can see the bottom. In the same way, when the mind gets quiet, you sense the happiness that is within you. 3 You cannot se"
Compartment,2,C,2_C_2 English Language and Literature.pdf,Reading Comprehension,2,General,"2. Read the following passage carefully : 1 There was a time when human interference was minimum, the number of wild animals was quite high and there was no problem of their protection or conservation. 2 Due to the irrational use of natural and biotic resources of the Earth in the past, most of the wildlife has been destroyed beyond retrieval. According to an estimate, in India about 200 species of wild animals and birds have become extinct and another 2500 are on the verge of extinction. Some of them are black buck, chinkara, wolf, swamp deer, nilgai, Indian gazelle, antelope, tiger, rhinoceros, gir lion, crocodile, flamingo, pelican, bustard, white crane, grey heron, mountain quail, etc. 3 In India, the Government and NGOs are taking keen interest in protection of wildlife. The Wildlife Protection Act, 1972, has several provisions for the conservation of wildlife. As many as 165 game sanctuaries and 21 national parks have been deployed to protect the natural habitat and wild animals."
Compartment,2,C,2_C_2 English Language and Literature.pdf,Reading Comprehension,5,MCQ,"5. It is our urgent duty to protect the natural splendour of ecosystems and to evolve a system of coexistence with every living creature upon the Earth. Based on your understanding of the passage, answer the questions given below : 10 1=10 (i) Infer one reason for the following, based on the information in the passage. The number of wild animals was quite high and there was no problem of their protection or conservation. 2/C/2 6 (ii) Select the appropriate options to fill in the blanks. Most of the wildlife has been __________ beyond __________ due to the irrational use of natural resources on the Earth. I. destroyed II. retrieval III. desertion IV. build V. revived (a) I and II (b) II and III (c) III and IV (d) IV and V (iii) Complete the following analogy correctly with a word/phrase from the passage. Flowers : Garden : : __________ : Sanctuaries (Clue : Just like flowers are in a garden, similarly _______ are in the sanctuaries.) (iv) Select the correct option to complete the senten"
Compartment,2,C,2_C_2 English Language and Literature.pdf,Writing and Grammar,3,MCQ,3. Attempt any ten of the following twelve questions : 10 1=10 (i) Fill in the blank by choosing the correct option. She ________ in the middle of his speech. (a) broke down (b) broke with (c) broke (d) broke out (ii) Read the conversation between Alok and Mohit and complete the Alok : Why did you get into a fight with Manu ? Mohit : Manu made some offensive allegations. Alok enquired of Mohit why he had got into a fight with Manu. Mohit replied that ________. (iii) Select the correct option to fill in the blank for the given line. There _______ be an accident at any time on this bridge. (a) will (b) must (c) could (d) shall (iv) Select the option that identifies the error and supplies the correction for the following line : World leaders should work to establish peace of the world so that human and economic resources could be used to meet the pressing demands of mankind. Option No. Error Correction (a) of in (b) so that although (c) could shall (d) meet met (v) Complete the given narr
Compartment,2,C,2_C_2 English Language and Literature.pdf,Writing and Grammar,4,Long Answer,"4. Attempt any one from (A) and (B) given below : 5 (A) In the recent years, Indian athletes have started to perform well in the international arena. To encourage sportsmen, it is important that the Government set up training institutes, better infrastructure, and award schemes to promote a sports culture amongst the youth today. You are Sarit/Sarita. Write a letter to the editor of a national daily in 100 120 words expressing your views on the Governments role in making India a sporting nation. OR (B) You are Vinni/Vicky. In your colony, the residents park their cars and scooters in a disorderly manner. In addition, outsiders too come and park their vehicles. This leads to traffic jams and frequent incidents of rage and violence. Write a letter in about 100 120 words to the President of the RWA to increase security at the gates to prevent outside vehicles from parking, give parking stickers and appeal to the residents to maintain civil behaviour. 2/C/2 12"
Compartment,2,C,2_C_2 English Language and Literature.pdf,Writing and Grammar,5,Long Answer,"5. Attempt any one from (A) and (B) given below : 5 (A) Negligent disposal of single-use plastic bags leads to choked drains. Single-use plastic is non-biodegradable and causes dangerous substances to leach into the water and soil. It should be banned completely. Write an analytical paragraph in 100 120 words on the above given input. OR (B) The following table shows details about the different Internet activities for six categories of people according to different age groups. Study the table and write an analytical paragraph in about 100 120 words, drawing comparisons between the different purposes. Use the given input. Internet Activities by Age Group Age group Activity % Teens 20s 30s 40s 50s 60s 70+ Get News 76 73 76 75 71 74 70 Online games 81 54 37 29 25 25 32 Downloads 52 46 27 15 13 8 6 Product research 0 79 80 83 79 74 70 Buying a product 43 68 69 68 67 65 41 Searching for people 5 31 23 23 24 29 27"
